path,label,label_id,n_frames
dataset_cordialidad\Apoyar\seq_67.npy,Apoyar,0,43
dataset_cordialidad\Apoyar\seq_68.npy,Apoyar,0,43
dataset_cordialidad\Apoyar\seq_69.npy,Apoyar,0,41
dataset_cordialidad\Apoyar\seq_7.npy,Apoyar,0,36
dataset_cordialidad\Apoyar\seq_70.npy,Apoyar,0,41
dataset_cordialidad\Apoyar\seq_71.npy,Apoyar,0,41
dataset_cordialidad\Apoyar\seq_72.npy,Apoyar,0,42
dataset_cordialidad\Apoyar\seq_73.npy,Apoyar,0,42
dataset_cordialidad\Apoyar\seq_74.npy,Apoyar,0,42
dataset_cordialidad\Apoyar\seq_75.npy,Apoyar,0,44
dataset_cordialidad\Apoyar\seq_76.npy,Apoyar,0,44
dataset_cordialidad\Apoyar\seq_77.npy,Apoyar,0,44
dataset_cordialidad\Apoyar\seq_8.npy,Apoyar,0,36
dataset_cordialidad\Apoyar\seq_9.npy,Apoyar,0,45
dataset_cordialidad\Ayudar\seq_0.npy,Ayudar,1,33
dataset_cordialidad\Ayudar\seq_1.npy,Ayudar,1,33
dataset_cordialidad\Ayudar\seq_10.npy,Ayudar,1,46
dataset_cordialidad\Ayudar\seq_11.npy,Ayudar,1,46
dataset_cordialidad\Ayudar\seq_12.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_13.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_14.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_15.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_16.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_17.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_18.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_19.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_2.npy,Ayudar,1,33
dataset_cordialidad\Ayudar\seq_20.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_21.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_22.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_23.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_24.npy,Ayudar,1,57
dataset_cordialidad\Ayudar\seq_25.npy,Ayudar,1,57
dataset_cordialidad\Ayudar\seq_26.npy,Ayudar,1,57
dataset_cordialidad\Ayudar\seq_27.npy,Ayudar,1,66
dataset_cordialidad\Ayudar\seq_28.npy,Ayudar,1,66
dataset_cordialidad\Ayudar\seq_29.npy,Ayudar,1,66
dataset_cordialidad\Ayudar\seq_3.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_30.npy,Ayudar,1,61
dataset_cordialidad\Ayudar\seq_31.npy,Ayudar,1,61
dataset_cordialidad\Ayudar\seq_32.npy,Ayudar,1,61
dataset_cordialidad\Ayudar\seq_33.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_34.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_35.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_36.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_37.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_38.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_39.npy,Ayudar,1,46
dataset_cordialidad\Ayudar\seq_4.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_40.npy,Ayudar,1,46
dataset_cordialidad\Ayudar\seq_41.npy,Ayudar,1,46
dataset_cordialidad\Ayudar\seq_42.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_43.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_44.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_45.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_46.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_47.npy,Ayudar,1,49
dataset_cordialidad\Ayudar\seq_48.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_49.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_5.npy,Ayudar,1,37
dataset_cordialidad\Ayudar\seq_50.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_51.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_52.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_53.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_54.npy,Ayudar,1,45
dataset_cordialidad\Ayudar\seq_55.npy,Ayudar,1,45
dataset_cordialidad\Ayudar\seq_56.npy,Ayudar,1,45
dataset_cordialidad\Ayudar\seq_57.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_58.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_59.npy,Ayudar,1,48
dataset_cordialidad\Ayudar\seq_6.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_60.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_61.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_62.npy,Ayudar,1,43
dataset_cordialidad\Ayudar\seq_63.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_64.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_65.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_66.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_67.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_68.npy,Ayudar,1,50
dataset_cordialidad\Ayudar\seq_69.npy,Ayudar,1,52
dataset_cordialidad\Ayudar\seq_7.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_70.npy,Ayudar,1,52
dataset_cordialidad\Ayudar\seq_71.npy,Ayudar,1,52
dataset_cordialidad\Ayudar\seq_72.npy,Ayudar,1,41
dataset_cordialidad\Ayudar\seq_73.npy,Ayudar,1,41
dataset_cordialidad\Ayudar\seq_74.npy,Ayudar,1,41
dataset_cordialidad\Ayudar\seq_75.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_76.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_77.npy,Ayudar,1,51
dataset_cordialidad\Ayudar\seq_78.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_79.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_8.npy,Ayudar,1,36
dataset_cordialidad\Ayudar\seq_80.npy,Ayudar,1,42
dataset_cordialidad\Ayudar\seq_9.npy,Ayudar,1,46
dataset_cordialidad\Baño\seq_0.npy,Baño,2,35
dataset_cordialidad\Baño\seq_1.npy,Baño,2,35
dataset_cordialidad\Baño\seq_10.npy,Baño,2,74
dataset_cordialidad\Baño\seq_11.npy,Baño,2,74
dataset_cordialidad\Baño\seq_12.npy,Baño,2,54
dataset_cordialidad\Baño\seq_13.npy,Baño,2,54
dataset_cordialidad\Baño\seq_14.npy,Baño,2,54
dataset_cordialidad\Baño\seq_15.npy,Baño,2,49
dataset_cordialidad\Baño\seq_16.npy,Baño,2,49
dataset_cordialidad\Baño\seq_17.npy,Baño,2,49
dataset_cordialidad\Baño\seq_18.npy,Baño,2,65
dataset_cordialidad\Baño\seq_19.npy,Baño,2,65
dataset_cordialidad\Baño\seq_2.npy,Baño,2,35
dataset_cordialidad\Baño\seq_20.npy,Baño,2,65
dataset_cordialidad\Baño\seq_21.npy,Baño,2,53
dataset_cordialidad\Baño\seq_22.npy,Baño,2,53
dataset_cordialidad\Baño\seq_23.npy,Baño,2,53
dataset_cordialidad\Baño\seq_24.npy,Baño,2,54
dataset_cordialidad\Baño\seq_25.npy,Baño,2,54
dataset_cordialidad\Baño\seq_26.npy,Baño,2,54
dataset_cordialidad\Baño\seq_27.npy,Baño,2,38
dataset_cordialidad\Baño\seq_28.npy,Baño,2,38
dataset_cordialidad\Baño\seq_29.npy,Baño,2,38
dataset_cordialidad\Baño\seq_3.npy,Baño,2,32
dataset_cordialidad\Baño\seq_30.npy,Baño,2,56
dataset_cordialidad\Baño\seq_31.npy,Baño,2,56
dataset_cordialidad\Baño\seq_32.npy,Baño,2,56
dataset_cordialidad\Baño\seq_33.npy,Baño,2,62
dataset_cordialidad\Baño\seq_34.npy,Baño,2,62
dataset_cordialidad\Baño\seq_35.npy,Baño,2,62
dataset_cordialidad\Baño\seq_36.npy,Baño,2,58
dataset_cordialidad\Baño\seq_37.npy,Baño,2,58
dataset_cordialidad\Baño\seq_38.npy,Baño,2,58
dataset_cordialidad\Baño\seq_39.npy,Baño,2,42
dataset_cordialidad\Baño\seq_4.npy,Baño,2,32
dataset_cordialidad\Baño\seq_40.npy,Baño,2,42
dataset_cordialidad\Baño\seq_41.npy,Baño,2,42
dataset_cordialidad\Baño\seq_42.npy,Baño,2,68
dataset_cordialidad\Baño\seq_43.npy,Baño,2,68
dataset_cordialidad\Baño\seq_44.npy,Baño,2,68
dataset_cordialidad\Baño\seq_45.npy,Baño,2,54
dataset_cordialidad\Baño\seq_46.npy,Baño,2,54
dataset_cordialidad\Baño\seq_47.npy,Baño,2,54
dataset_cordialidad\Baño\seq_48.npy,Baño,2,42
dataset_cordialidad\Baño\seq_49.npy,Baño,2,42
dataset_cordialidad\Baño\seq_5.npy,Baño,2,32
dataset_cordialidad\Baño\seq_50.npy,Baño,2,42
dataset_cordialidad\Baño\seq_51.npy,Baño,2,51
dataset_cordialidad\Baño\seq_52.npy,Baño,2,51
dataset_cordialidad\Baño\seq_53.npy,Baño,2,51
dataset_cordialidad\Baño\seq_54.npy,Baño,2,54
dataset_cordialidad\Baño\seq_55.npy,Baño,2,54
dataset_cordialidad\Baño\seq_56.npy,Baño,2,54
dataset_cordialidad\Baño\seq_57.npy,Baño,2,52
dataset_cordialidad\Baño\seq_58.npy,Baño,2,52
dataset_cordialidad\Baño\seq_59.npy,Baño,2,52
dataset_cordialidad\Baño\seq_6.npy,Baño,2,34
dataset_cordialidad\Baño\seq_60.npy,Baño,2,58
dataset_cordialidad\Baño\seq_61.npy,Baño,2,58
dataset_cordialidad\Baño\seq_62.npy,Baño,2,58
dataset_cordialidad\Baño\seq_63.npy,Baño,2,34
dataset_cordialidad\Baño\seq_64.npy,Baño,2,34
dataset_cordialidad\Baño\seq_65.npy,Baño,2,34
dataset_cordialidad\Baño\seq_66.npy,Baño,2,49
dataset_cordialidad\Baño\seq_67.npy,Baño,2,49
dataset_cordialidad\Baño\seq_68.npy,Baño,2,49
dataset_cordialidad\Baño\seq_69.npy,Baño,2,49
dataset_cordialidad\Baño\seq_7.npy,Baño,2,34
dataset_cordialidad\Baño\seq_70.npy,Baño,2,49
dataset_cordialidad\Baño\seq_71.npy,Baño,2,49
dataset_cordialidad\Baño\seq_72.npy,Baño,2,51
dataset_cordialidad\Baño\seq_73.npy,Baño,2,51
dataset_cordialidad\Baño\seq_74.npy,Baño,2,51
dataset_cordialidad\Baño\seq_75.npy,Baño,2,45
dataset_cordialidad\Baño\seq_76.npy,Baño,2,45
dataset_cordialidad\Baño\seq_77.npy,Baño,2,45
dataset_cordialidad\Baño\seq_8.npy,Baño,2,34
dataset_cordialidad\Baño\seq_9.npy,Baño,2,74
dataset_cordialidad\Bien\seq_0.npy,Bien,3,27
dataset_cordialidad\Bien\seq_1.npy,Bien,3,27
dataset_cordialidad\Bien\seq_10.npy,Bien,3,44
dataset_cordialidad\Bien\seq_11.npy,Bien,3,44
dataset_cordialidad\Bien\seq_12.npy,Bien,3,40
dataset_cordialidad\Bien\seq_13.npy,Bien,3,40
dataset_cordialidad\Bien\seq_14.npy,Bien,3,40
dataset_cordialidad\Bien\seq_15.npy,Bien,3,40
dataset_cordialidad\Bien\seq_16.npy,Bien,3,40
dataset_cordialidad\Bien\seq_17.npy,Bien,3,40
dataset_cordialidad\Bien\seq_18.npy,Bien,3,40
dataset_cordialidad\Bien\seq_19.npy,Bien,3,40
dataset_cordialidad\Bien\seq_2.npy,Bien,3,27
dataset_cordialidad\Bien\seq_20.npy,Bien,3,40
dataset_cordialidad\Bien\seq_21.npy,Bien,3,58
dataset_cordialidad\Bien\seq_22.npy,Bien,3,58
dataset_cordialidad\Bien\seq_23.npy,Bien,3,58
dataset_cordialidad\Bien\seq_24.npy,Bien,3,42
dataset_cordialidad\Bien\seq_25.npy,Bien,3,42
dataset_cordialidad\Bien\seq_26.npy,Bien,3,42
dataset_cordialidad\Bien\seq_27.npy,Bien,3,42
dataset_cordialidad\Bien\seq_28.npy,Bien,3,42
dataset_cordialidad\Bien\seq_29.npy,Bien,3,42
dataset_cordialidad\Bien\seq_3.npy,Bien,3,27
dataset_cordialidad\Bien\seq_30.npy,Bien,3,38
dataset_cordialidad\Bien\seq_31.npy,Bien,3,38
dataset_cordialidad\Bien\seq_32.npy,Bien,3,38
dataset_cordialidad\Bien\seq_33.npy,Bien,3,51
dataset_cordialidad\Bien\seq_34.npy,Bien,3,51
dataset_cordialidad\Bien\seq_35.npy,Bien,3,51
dataset_cordialidad\Bien\seq_36.npy,Bien,3,60
dataset_cordialidad\Bien\seq_37.npy,Bien,3,60
dataset_cordialidad\Bien\seq_38.npy,Bien,3,60
dataset_cordialidad\Bien\seq_39.npy,Bien,3,32
dataset_cordialidad\Bien\seq_4.npy,Bien,3,27
dataset_cordialidad\Bien\seq_40.npy,Bien,3,32
dataset_cordialidad\Bien\seq_41.npy,Bien,3,32
dataset_cordialidad\Bien\seq_42.npy,Bien,3,39
dataset_cordialidad\Bien\seq_43.npy,Bien,3,39
dataset_cordialidad\Bien\seq_44.npy,Bien,3,39
dataset_cordialidad\Bien\seq_45.npy,Bien,3,29
dataset_cordialidad\Bien\seq_46.npy,Bien,3,29
dataset_cordialidad\Bien\seq_47.npy,Bien,3,29
dataset_cordialidad\Bien\seq_48.npy,Bien,3,27
dataset_cordialidad\Bien\seq_49.npy,Bien,3,27
dataset_cordialidad\Bien\seq_5.npy,Bien,3,27
dataset_cordialidad\Bien\seq_50.npy,Bien,3,27
dataset_cordialidad\Bien\seq_51.npy,Bien,3,31
dataset_cordialidad\Bien\seq_52.npy,Bien,3,31
dataset_cordialidad\Bien\seq_53.npy,Bien,3,31
dataset_cordialidad\Bien\seq_54.npy,Bien,3,47
dataset_cordialidad\Bien\seq_55.npy,Bien,3,47
dataset_cordialidad\Bien\seq_56.npy,Bien,3,47
dataset_cordialidad\Bien\seq_57.npy,Bien,3,45
dataset_cordialidad\Bien\seq_58.npy,Bien,3,45
dataset_cordialidad\Bien\seq_59.npy,Bien,3,45
dataset_cordialidad\Bien\seq_6.npy,Bien,3,28
dataset_cordialidad\Bien\seq_60.npy,Bien,3,45
dataset_cordialidad\Bien\seq_61.npy,Bien,3,45
dataset_cordialidad\Bien\seq_62.npy,Bien,3,45
dataset_cordialidad\Bien\seq_63.npy,Bien,3,33
dataset_cordialidad\Bien\seq_64.npy,Bien,3,33
dataset_cordialidad\Bien\seq_65.npy,Bien,3,33
dataset_cordialidad\Bien\seq_66.npy,Bien,3,33
dataset_cordialidad\Bien\seq_67.npy,Bien,3,33
dataset_cordialidad\Bien\seq_68.npy,Bien,3,33
dataset_cordialidad\Bien\seq_69.npy,Bien,3,39
dataset_cordialidad\Bien\seq_7.npy,Bien,3,28
dataset_cordialidad\Bien\seq_70.npy,Bien,3,39
dataset_cordialidad\Bien\seq_71.npy,Bien,3,39
dataset_cordialidad\Bien\seq_72.npy,Bien,3,46
dataset_cordialidad\Bien\seq_73.npy,Bien,3,46
dataset_cordialidad\Bien\seq_74.npy,Bien,3,46
dataset_cordialidad\Bien\seq_75.npy,Bien,3,39
dataset_cordialidad\Bien\seq_76.npy,Bien,3,39
dataset_cordialidad\Bien\seq_77.npy,Bien,3,39
dataset_cordialidad\Bien\seq_78.npy,Bien,3,33
dataset_cordialidad\Bien\seq_79.npy,Bien,3,33
dataset_cordialidad\Bien\seq_8.npy,Bien,3,28
dataset_cordialidad\Bien\seq_80.npy,Bien,3,33
dataset_cordialidad\Bien\seq_9.npy,Bien,3,44
dataset_cordialidad\Bienvenido\seq_0.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_1.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_10.npy,Bienvenido,4,55
dataset_cordialidad\Bienvenido\seq_11.npy,Bienvenido,4,55
dataset_cordialidad\Bienvenido\seq_12.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_13.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_14.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_15.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_16.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_17.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_18.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_19.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_2.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_20.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_21.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_22.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_23.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_24.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_25.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_26.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_27.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_28.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_29.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_3.npy,Bienvenido,4,38
dataset_cordialidad\Bienvenido\seq_30.npy,Bienvenido,4,64
dataset_cordialidad\Bienvenido\seq_31.npy,Bienvenido,4,64
dataset_cordialidad\Bienvenido\seq_32.npy,Bienvenido,4,64
dataset_cordialidad\Bienvenido\seq_33.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_34.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_35.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_36.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_37.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_38.npy,Bienvenido,4,46
dataset_cordialidad\Bienvenido\seq_39.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_4.npy,Bienvenido,4,38
dataset_cordialidad\Bienvenido\seq_40.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_41.npy,Bienvenido,4,51
dataset_cordialidad\Bienvenido\seq_42.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_43.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_44.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_45.npy,Bienvenido,4,37
dataset_cordialidad\Bienvenido\seq_46.npy,Bienvenido,4,37
dataset_cordialidad\Bienvenido\seq_47.npy,Bienvenido,4,37
dataset_cordialidad\Bienvenido\seq_48.npy,Bienvenido,4,63
dataset_cordialidad\Bienvenido\seq_49.npy,Bienvenido,4,63
dataset_cordialidad\Bienvenido\seq_5.npy,Bienvenido,4,38
dataset_cordialidad\Bienvenido\seq_50.npy,Bienvenido,4,63
dataset_cordialidad\Bienvenido\seq_51.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_52.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_53.npy,Bienvenido,4,45
dataset_cordialidad\Bienvenido\seq_54.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_55.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_56.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_57.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_58.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_59.npy,Bienvenido,4,44
dataset_cordialidad\Bienvenido\seq_6.npy,Bienvenido,4,39
dataset_cordialidad\Bienvenido\seq_60.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_61.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_62.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_63.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_64.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_65.npy,Bienvenido,4,40
dataset_cordialidad\Bienvenido\seq_66.npy,Bienvenido,4,52
dataset_cordialidad\Bienvenido\seq_67.npy,Bienvenido,4,52
dataset_cordialidad\Bienvenido\seq_68.npy,Bienvenido,4,52
dataset_cordialidad\Bienvenido\seq_69.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_7.npy,Bienvenido,4,39
dataset_cordialidad\Bienvenido\seq_70.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_71.npy,Bienvenido,4,47
dataset_cordialidad\Bienvenido\seq_72.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_73.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_74.npy,Bienvenido,4,41
dataset_cordialidad\Bienvenido\seq_75.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_76.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_77.npy,Bienvenido,4,42
dataset_cordialidad\Bienvenido\seq_78.npy,Bienvenido,4,49
dataset_cordialidad\Bienvenido\seq_79.npy,Bienvenido,4,49
dataset_cordialidad\Bienvenido\seq_8.npy,Bienvenido,4,39
dataset_cordialidad\Bienvenido\seq_80.npy,Bienvenido,4,49
dataset_cordialidad\Bienvenido\seq_81.npy,Bienvenido,4,55
dataset_cordialidad\Bienvenido\seq_82.npy,Bienvenido,4,55
dataset_cordialidad\Bienvenido\seq_83.npy,Bienvenido,4,55
dataset_cordialidad\Bienvenido\seq_9.npy,Bienvenido,4,55
dataset_cordialidad\Buenas Noches\seq_0.npy,Buenas Noches,5,45
dataset_cordialidad\Buenas Noches\seq_1.npy,Buenas Noches,5,45
dataset_cordialidad\Buenas Noches\seq_10.npy,Buenas Noches,5,60
dataset_cordialidad\Buenas Noches\seq_11.npy,Buenas Noches,5,60
dataset_cordialidad\Buenas Noches\seq_12.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_13.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_14.npy,Buenas Noches,5,66
dataset_cordialidad\Buenas Noches\seq_15.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_16.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_17.npy,Buenas Noches,5,64
dataset_cordialidad\Buenas Noches\seq_18.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_19.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_2.npy,Buenas Noches,5,45
dataset_cordialidad\Buenas Noches\seq_20.npy,Buenas Noches,5,57
dataset_cordialidad\Buenas Noches\seq_21.npy,Buenas Noches,5,68
dataset_cordialidad\Buenas Noches\seq_22.npy,Buenas Noches,5,68
dataset_cordialidad\Buenas Noches\seq_23.npy,Buenas Noches,5,68
dataset_cordialidad\Buenas Noches\seq_24.npy,Buenas Noches,5,52
dataset_cordialidad\Buenas Noches\seq_25.npy,Buenas Noches,5,52
dataset_cordialidad\Buenas Noches\seq_26.npy,Buenas Noches,5,52
